userID,recommended_artists
1554,"['Eric Burdon & The Animals', 'The Warlocks', 'The Doors', 'Syd Barrett', 'Grateful Dead', 'Jethro Tull', 'Def Leppard']"
1555,"['Ferras', 'Federico Miranda', 'Goto80', 'Selena Gomez & Demi Lovato', 'Katy Perry', 'La Nueva Banda Timbiriche', 'Fey']"
1556,"['Dream Theater', 'Jon & Vangelis', 'Cynic', 'Pathosray', 'Jordan Rudess', 'Queensrÿche', 'Judas Priest']"
1557,"['Boards of Canada', 'The Future Sound of London', 'Outputmessage', 'Alva Noto + Ryuichi Sakamoto', 'Blind Divine', 'Arms and Sleepers', 'The Dead Texan']"
1558,"['New Politics', 'Kings of Leon', '30 Seconds to Mars', 'The White Stripes', 'Five Finger Death Punch', 'Mitchel Musso', 'Federico Miranda']"
1559,"['Talib Kweli', 'D.I.', ""Lil' Wayne"", 'Travis', 'WIZO', 'Goto80', 'múm & Úrú Búrú Sextettinn']"
1560,"['Goto80', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'David Sylvian', 'Róisín Murphy', 'ＲＥＤ', 'Lady Gaga']"
1562,"['Metallica', 'L.A. Guns', 'Led Zeppelin', 'The Allman Brothers Band', 'KISS', 'Volbeat', 'Foo Fighters']"
1563,"['Gloria Trevi', 'La Nueva Banda Timbiriche', 'Fey', 'Don Caballero', 'Celia', 'Juanes', 'Ekhymosis']"
1564,"['Selena Gomez & Demi Lovato', 'Katy Perry', 'N-O-D', 'Ferras', 'Federico Miranda', 'OneRepublic', 'John Legend']"
1565,"['The Smashing Pumpkins', 'Rush', 'Five Finger Death Punch', 'Stone Temple Pilots', 'Silverchair', 'Velvet Revolver', 'Nirvana']"
1566,"['Arcade Fire', 'Bombay Bicycle Club', 'Franz Ferdinand', 'Guided by Voices', 'The Kooks', 'Meat Puppets', 'Red Hot Chili Peppers']"
1567,"['Ferras', 'Mitchel Musso', 'Federico Miranda', '3 Doors Down', 'Evans Blue', 'Rush', 'The White Stripes']"
1568,"['Sugar Kane', 'Lulu Santos', 'Darvin', 'Restart', 'Catch Side', 'Ferras', 'múm & Úrú Búrú Sextettinn']"
1570,"['Ferras', 'Federico Miranda', 'Mitchel Musso', 'Parenthetical Girls', 'The Beach Boys', 'The Avett Brothers', 'Darkwood']"
1572,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'Katy Perry', 'Maroon', 'Jodeci', 'Boyz II Men']"
1573,"['Rush', 'KISS', 'The White Stripes', 'Feeder', 'Sleeper', 'Pulp', 'Noel Gallagher']"
1574,"['Snot', 'Slipknot', 'Fair to Midland', 'Goto80', 'Mitchel Musso', 'My Ticket Home', 'Rage']"
1575,"['Magik Markers', 'Yuck', 'Melt-Banana', 'Neil Perry', 'The Gloria Record', 'The Dictators', 'The Methadones']"
1576,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Federico Miranda', 'Andrew Lloyd Webber', 'A Very Potter Sequel Cast', 'The Smashing Pumpkins', 'Rush']"
1577,"['Ferras', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Kate Ryan', 'DJ BoBo', 'Modern Talking', 'Alcazar']"
1578,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Goto80', 'Róisín Murphy', 'iamamiwhoami', 'Lady Gaga', nan]"
1579,"['Charly García', 'El Tri', 'Julieta Venegas', 'theaudience', 'Sleeper', 'Federico Miranda', 'Goto80']"
1580,"['Federico Miranda', 'Mitchel Musso', 'Goto80', 'Kay Starr', 'Sissel', 'Lady Gaga', 'David Sylvian & Robert Fripp']"
1581,"['Vera Loca', 'Faichecleres', 'Detonautas Roque Clube', 'The Methadones', 'The Early November', 'The Spill Canvas', 'Set Your Goals']"
1582,"['The Spill Canvas', 'From First to Last', 'Such Gold', 'Jimmy Eat World', 'Jawbreaker', 'The Methadones', 'Teen Idols']"
1583,"['Mitchel Musso', 'Goto80', 'múm & Úrú Búrú Sextettinn', 'Franz Ferdinand', 'Modest Mouse', 'The Mission', 'The Neon Judgement']"
1584,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'The Invalids', 'The Red Jumpsuit Apparatus', 'Set Your Goals', 'The Spill Canvas']"
1585,"['Arcadia', 'Eurythmics', 'Depeche Mode', 'A Flock of Seagulls', 'Imperative Reaction', 'Ferras', 'múm & Úrú Búrú Sextettinn']"
1586,"['Chelsea Grin', 'Judas Priest', 'Queensrÿche', 'Avalanch', 'Edguy', 'Dio', 'Metallica']"
1587,"['Federico Miranda', 'Goto80', 'Mitchel Musso', 'Sonata Arctica', 'Angra', 'Omar A. Rodriguez-Lopez', 'The Wilde Flowers']"
1588,"['Emerson Drive', 'Lady Antebellum', 'Montgomery Gentry', 'Federico Miranda', 'Mitchel Musso', 'Sara Evans', 'Dawson Cowals']"
1589,"['Chelsea Grin', 'Forbidden', 'Judas Priest', 'Avalanch', 'Slipknot', 'Blinded Colony', 'War of Ages']"
1590,"['Goto80', 'Federico Miranda', 'Ferras', 'David Sylvian', 'Lady Gaga', 'ＲＥＤ', nan]"
1591,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Johnie 3', 'We The Kings', 'From First to Last', 'Such Gold']"
1592,"['Volbeat', 'Foo Fighters', ""Guns N' Roses"", 'Metallica', 'L.A. Guns', 'The Allman Brothers Band', 'KISS']"
1593,"['Goto80', 'Ferras', 'Mitchel Musso', 'Marques Houston', 'Jon B.', 'Zeca Baleiro', 'Myllena']"
1594,"['Federico Miranda', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Meat Puppets', 'Blur', 'Murdering Tripping Blues', 'Monster Magnet']"
1595,"['The Allman Brothers Band', 'Crosby, Stills & Nash', 'Def Leppard', 'Syd Barrett', 'The Doors', 'Small Faces', 'Colour Haze']"
1596,"['KISS', 'Rush', 'Five Finger Death Punch', 'Boston', 'Blue Öyster Cult', 'Dio', 'Led Zeppelin']"
1597,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Free', 'Tom Petty and the Heartbreakers', 'The White Stripes', 'The Smashing Pumpkins']"
1599,"['Killswitch Engage', 'Destroy The Runner', 'For Today', 'The Jesus Lizard', 'Neil Perry', 'Suicide Silence', 'Forbidden']"
1600,"[nan, nan, nan, 'Ferras', 'Goto80', 'iamamiwhoami', 'David Sylvian']"
1601,"['The Damned', 'Psychic TV', 'The Mission', 'Siouxsie and the Banshees', 'Alexander Robotnick', 'Christian Death', 'Gothminister']"
1604,"['Atari Teenage Riot', 'God Module', 'Crossbreed', 'Die Sektor', 'Mindless Faith', 'And One', 'goJA moon ROCKAH']"
1605,"['Mitchel Musso', 'Federico Miranda', 'Goto80', 'Tamia', 'J. Holiday', 'Sin Bandera', 'Fey']"
1606,"['Ferras', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Rodolfo', 'Sissel', 'The Invalids', 'Johnie 3']"
1607,"['Federico Miranda', 'Goto80', 'Ferras', 'Katy Perry', 'Britney Spears vs Avril Lavigne', 'We The Kings', 'Farewell']"
1608,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Federico Miranda', 'Maroon', 'Britney Spears vs Avril Lavigne', 'The White Stripes', 'Black Lips']"
1611,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Federico Miranda', 'Eurythmics', 'Arcadia', 'Imperative Reaction', 'A Flock of Seagulls']"
1613,"['Jimmy Eat World', 'Such Gold', 'Set Your Goals', 'Silverstein', 'Thursday', 'Goto80', 'Federico Miranda']"
1614,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', ""Psy'Aviah"", 'God Module', 'Coil', 'Nitzer Ebb']"
1615,"['The Smashing Pumpkins', 'Rush', 'Five Finger Death Punch', 'Primus', 'Red Hot Chili Peppers', 'The Alter Boys', 'Prince & The Revolution']"
1616,"['Federico Miranda', 'Ferras', 'múm & Úrú Búrú Sextettinn', nan, nan, 'Katy Perry', 'Selena Gomez & Demi Lovato']"
1617,"['Porcupine Tree', 'The Mars Volta', 'Alusa Fallax', 'Deerhunter', 'Giles, Giles & Fripp', 'The Last Shadow Puppets', 'Florence and The Machine']"
1618,"['Стук бамбука в 11 часов', 'Alexander Robotnick', 'Alien Sex Fiend', 'Dreadful Shadows', 'Abecedarians', 'Atari Teenage Riot', 'Crossbreed']"
1619,"['Mandragora Scream', 'Opera IX', 'Stravaganzza', 'Kaaos', 'Tenkan', 'Chelsea Grin', 'Forbidden']"
1620,"['Tides From Nebula', 'A Silver Mt. Zion', 'The American Dollar', 'Slint', 'Braid', '電気グルーヴ', 'Bonobo']"
1621,"['offthesky', 'Arms and Sleepers', 'Autechre', 'Enduser', 'Solvent', 'Hala Strana', 'Thaw']"
1622,"['Neil Young', 'Joni Mitchell', 'Bob Dylan', 'Pet Shop Boys', 'Orange Juice', 'Chatham Rise', 'The Small Faces']"
1623,"['Chelsea Grin', 'Queensrÿche', 'Forbidden', 'Dream Theater', 'James LaBrie', 'Mastodon', 'Pathosray']"
1624,"['Federico Miranda', 'Mitchel Musso', 'Goto80', 'The Aluminum Group', 'Patrick Wolf', 'Grizzly Bear', 'Dead Poet & Wildcard']"
1625,"['Carolina Marquez', 'Gemelli Diversi', 'Eros Ramazzotti', 'Giorgia', 'Elisa', 'Lucio Dalla', 'Klein & Mbo']"
1626,"['Japan', 'The Neon Judgement', 'The Damned', 'Depeche Mode', 'Altered Images', 'Mindless Faith', 'Die Sektor']"
1627,"['L.A. Guns', 'Led Zeppelin', 'Dio', 'KISS', 'Jethro Tull', 'The Smashing Pumpkins', 'Rush']"
1628,"['Federico Miranda', 'Ferras', 'Goto80', 'Lady Gaga', 'iamamiwhoami', nan, nan]"
1629,"['Enslaved', 'Anekdoten', 'Gojira', 'Cynic', 'Dream Theater', 'Gothminister', 'Christian Death']"
1630,"['Goto80', 'Ferras', 'Federico Miranda', 'Days of the New', 'Silverchair', 'Bush', 'Nirvana']"
1632,"['Federico Miranda', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Lady Gaga', 'David Sylvian & Robert Fripp', nan, nan]"
1633,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Mitchel Musso', 'Kylie Minogue', nan, 'Maroon', 'Selena Gomez & Demi Lovato']"
1634,"['Mitchel Musso', 'Ferras', 'Goto80', 'Neil Young', 'Bob Dylan', ""Lightnin' Hopkins"", 'Memphis Slim']"
1635,"['The White Stripes', 'KISS', 'Five Finger Death Punch', 'Breaking Benjamin', 'Days of the New', 'Sky Fetish', 'Bush']"
1636,"['Johnny Pearson', 'Film Symphomy Orchestra Praha', 'Percy Faith', 'Goto80', 'Mitchel Musso', 'Say Anything', 'Fresno']"
1637,"['Ferras', 'Goto80', 'Federico Miranda', 'Bombay Bicycle Club', 'Modest Mouse', 'The Enemy', 'Spoon']"
1638,"['Autechre', 'The Dead Texan', 'Pjusk', 'Ryoji Ikeda', 'Muslimgauze', 'Phoenix and the Turtle', 'The Appleseed Cast']"
1639,"['Mitchel Musso', 'Federico Miranda', 'Ferras', 'The White Stripes', 'Five Finger Death Punch', 'Forbidden', 'Judas Priest']"
1640,"['Judas Priest', 'Iron Maiden', 'Halford', 'Queensrÿche', 'Suicide Silence', 'L.A. Guns', 'Led Zeppelin']"
1641,"['Cannonball Adderley', 'Tete Montoliu', 'Cal Tjader', 'Quincy Jones', 'Charlie Christian', 'Billie Holiday', 'Lärm']"
1642,"['Thomas Dolby', 'Altered Images', 'Eurythmics', 'Xmal Deutschland', 'Die Sektor', 'Johnny Hates Jazz', 'Carved Souls']"
1643,"['Arcadia', 'Altered Images', 'Eurythmics', 'A Flock of Seagulls', 'Carved Souls', 'Ferras', 'Goto80']"
1644,"['Ferras', 'Mitchel Musso', 'Goto80', 'Rodolfo', 'Sissel', 'Blue Öyster Cult', 'Free']"
1646,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Ferras', 'Róisín Murphy', 'David Sylvian', 'Florence and The Machine', 'Florence + the Machine']"
1647,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Ferras', 'Maroon', 'N-O-D', 'Black Tape for a Blue Girl', 'Roman Rain']"
1648,"['Mitchel Musso', 'Goto80', 'Ferras', 'Sissel', 'Carpenters', 'Hair Original Broadway Cast', 'Buffy the Vampire Slayer']"
1649,"['New Politics', 'Biffy Clyro', 'Cage the Elephant', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Breaking Benjamin', 'Wax Angel']"
1650,"['The Weirdos', 'Peter Pan Speedrock', 'Reagan Youth', 'Goto80', 'Mitchel Musso', 'The Neon Judgement', 'The Mission']"
1652,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Ferras', 'Maroon', 'Britney Spears vs Avril Lavigne', 'Fair to Midland', 'Snot']"
1653,"['Xiu Xiu', 'David Sylvian', 'Porcupine Tree', 'Suzi Quatro', 'Marc Bolan', 'The Clientele', 'The Aluminum Group']"
1654,"['The Gathering', 'Sonata Arctica', 'Avantasia', 'Virgin Steele', 'Dimension Zero', 'Cacophony', 'Sepultura']"
1655,"['Porcupine Tree', 'Xiu Xiu', 'David Sylvian', 'Frank Zappa', 'Uriah Heep', 'Gojira', 'Enslaved']"
1656,"['Noel Gallagher', 'Blu', ""The La's"", 'Sleeper', 'Blur', 'The White Stripes', 'Primus']"
1657,"['Lovage', 'Télépopmusik', 'Tycho', 'The Future Sound of London', 'Telefon Tel Aviv', 'Nightmares on Wax', 'Wax Poetic']"
1658,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Ferras', 'Babasónicos', 'Los Concorde', 'Thermo', 'División Minúscula']"
1659,"['David Sylvian', 'Róisín Murphy', 'iamamiwhoami', 'ＲＥＤ', 'Lady Gaga', 'Goto80', 'múm & Úrú Búrú Sextettinn']"
1660,"['Prince & The Revolution', 'Kumm', 'Slapbak', 'Five Finger Death Punch', 'The White Stripes', 'Stone Sour', 'Slipknot']"
1661,"['Ferras', 'Goto80', 'Mitchel Musso', 'The Invalids', 'Farewell', 'Set Your Goals', 'Jimmy Eat World']"
1662,"['D.I.', 'Jedi Mind Tricks', ""Lil' Wayne"", 'Jodeci', 'Teddy Pendergrass', 'Maxwell', 'Erika']"
1663,"['Patrick Fiori', 'Louise Attaque', 'Johnny Hallyday', 'Federico Miranda', 'Mitchel Musso', 'Kay Starr', 'Sissel']"
1664,"['La Dispute', 'Say Anything', 'I Am Ghost', 'Set Your Goals', 'Jimmy Eat World', 'The Invalids', 'Farewell']"
1665,"['Ferras', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Rush', 'The White Stripes', '3 Doors Down', 'Evans Blue']"
1666,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'The Partridge Family', 'Csrd', 'Sissel', 'Kay Starr']"
1667,"['múm & Úrú Búrú Sextettinn', 'Goto80', 'Ferras', 'Armik', 'Estopa', 'Chances With Wolves', 'Milburn']"
1669,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Edguy', 'Annihilator', 'Karapaks', 'Bülent Ortaçgil']"
1670,"['Theory of a Deadman', '3 Doors Down', 'Evans Blue', 'Fair to Midland', '40 Below Summer', 'The Smashing Pumpkins', 'Rush']"
1671,"['Annihilator', 'Black Label Society', 'Edguy', 'Deströyer 666', ""Luca Turilli's Dreamquest"", 'Queensrÿche', 'Suicide Silence']"
1672,"['Seabound', 'Mindless Faith', 'ADULT.', ""I Love You But I've Chosen Darkness"", 'Кино', 'Alexander Robotnick', 'Alien Sex Fiend']"
1674,"['Muse', 'Mute Math', 'Dishwalla', 'Rush', 'Five Finger Death Punch', 'Ferras', 'Federico Miranda']"
1675,"['The Invalids', 'Farewell', 'The Red Jumpsuit Apparatus', 'Set Your Goals', 'Jimmy Eat World', 'La Dispute', 'Say Anything']"
1676,"['Mitchel Musso', 'Ferras', 'Federico Miranda', 'The White Stripes', 'Rush', 'Faithless', 'sayCeT']"
1677,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Federico Miranda', 'Aaron Carter', 'Ashlee Simpson', 'Haste the Day', 'Before Their Eyes']"
1678,"['Dance of Days', 'La Dispute', 'I Am Ghost', 'Sugar Kane', 'Lulu Santos', 'Rashamba', 'Restart']"
1679,"['Atari Teenage Riot', ""Psy'Aviah"", 'God Module', 'Suicide Commando', 'Pop Will Eat Itself', 'Descendants of Cain', 'Orgy']"
1680,"['Hakan Peker', 'Candan Erçetin', 'Sessizlik', 'Gripin', 'Emel Sayın', 'múm & Úrú Búrú Sextettinn', 'Goto80']"
1682,"['Dance of Days', 'La Dispute', 'I Am Ghost', 'We The Kings', 'The Invalids', 'Such Gold', 'Set Your Goals']"
1683,"['Legião Urbana', 'Ira!', 'Nenhum de Nós', 'Faichecleres', 'Massacration', 'Myllena', 'Jorge Vercilo']"
1684,"['Goto80', 'Ferras', 'Mitchel Musso', 'Say Anything', 'La Dispute', 'Farewell', 'The Invalids']"
1685,"['Primus', 'Meat Puppets', 'Blur', 'The Smashing Pumpkins', 'Five Finger Death Punch', 'Red Hot Chili Peppers', 'Prince & The Revolution']"
1686,"['Mitchel Musso', 'Goto80', 'Federico Miranda', 'The Killers', 'Dishwalla', 'From First to Last', 'Jimmy Eat World']"
1687,"['N-O-D', 'Selena Gomez & Demi Lovato', 'Britney Spears vs Avril Lavigne', 'Mitchel Musso', 'Ferras', 'Hot Chip', 'Dick4Dick']"
1688,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Goto80', 'The Magnetic Fields', 'The Aluminum Group', 'The Olivia Tremor Control', 'Laura Marling']"
1689,"['Autechre', 'The Dead Texan', 'Arms and Sleepers', 'Telefon Tel Aviv', 'The Future Sound of London', 'Astrobrite', 'My Bloody Valentine']"
1690,"['Ferras', 'Goto80', 'Mitchel Musso', 'Selena Gomez & Demi Lovato', 'Britney Spears vs Avril Lavigne', 'Goldfrapp', 'Marsheaux']"
1691,"['Cassius', 'Modjo', 'Mr. Oizo', 'Kraftwerk', 'Boris', '808 State', 'Boards of Canada']"
1692,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Federico Miranda', 'Tom Petty and the Heartbreakers', 'Free', 'The Small Faces', 'Chatham Rise']"
1693,"['Katy Perry', 'Maroon', 'N-O-D', 'Kelly Key', 'Marjorie Estiano', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn']"
1694,"['Mitchel Musso', 'Federico Miranda', 'Goto80', 'Eminem feat. Drake, Kanye West, Lil Wayne', 'Jedi Mind Tricks', '3rd Bass', 'X-Clan']"
1695,"['Rush', 'KISS', 'The White Stripes', 'Pulp', 'Noel Gallagher', 'Chichi Peralta', 'Sandy']"
1696,"['Frank Zappa', 'The Wilde Flowers', 'Omar A. Rodriguez-Lopez', 'Porcupine Tree', 'Alusa Fallax', 'Kamelot', 'Genesis']"
1697,"['Sugar Minott', 'Cultura Profética', 'Marcia Goldschmidt', 'Gyptian', 'Mikey Dread', 'Los Pericos', 'The Ethiopians']"
1699,"['Talib Kweli', ""Lil' Wayne"", 'D.I.', 'Travis', 'J. Cole', 'Goto80', 'Ferras']"
1700,"['Esbjörn Svensson Trio', 'Gene Ammons', 'Thelonious Monk', 'Tete Montoliu', 'Yusef Lateef', 'Dakota', 'T-Bone Walker']"
1701,"['múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Ferras', 'I Am Ghost', 'Fresno', 'The Spill Canvas', 'From First to Last']"
1702,"['Whitesnake', 'L.A. Guns', 'Dio', 'Frank Zappa', 'Porcupine Tree', 'Free', 'Tom Petty and the Heartbreakers']"
1703,"['The White Stripes', 'The Smashing Pumpkins', 'Rush', 'Slipknot', 'Fair to Midland', 'P.O.D.', 'Falling In Reverse']"
1704,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'Vixen', 'Hanoi Rocks', 'Five Finger Death Punch', 'The Smashing Pumpkins']"
1705,"['Mitchel Musso', 'Ferras', 'Federico Miranda', 'Móveis Coloniais de Acaju', 'Maglore', 'Darvin', 'Sugar Kane']"
1706,"['Crossbreed', 'Switchblade Symphony', ""Psy'Aviah"", 'Painbastard', 'XP8', 'Squarepusher', 'Kid606']"
1707,"['Boston', 'Free', 'Neil Young & Crazy Horse', 'Captain Beyond', 'Chatham Rise', 'KISS', 'The White Stripes']"
1708,"['Modest Mouse', 'Arcade Fire', 'Bombay Bicycle Club', 'Goto80', 'Federico Miranda', 'Dishwalla', 'Mute Math']"
1709,"['The Music Machine', 'Spacemen 3', 'Chatham Rise', 'Neil Young & Crazy Horse', 'Blue Öyster Cult', 'Amon Düül II', 'The Alter Boys']"
1710,"['Ferras', 'Goto80', 'Mitchel Musso', 'Scarling.', 'Yuck', 'Psychic TV', 'The Neon Judgement']"
1711,"['Bob Dylan', 'Joni Mitchell', 'Joan Manuel Serrat', 'The Real McKenzies', 'Dropkick Murphys', '16 Horsepower', 'Blitzen Trapper']"
1712,"['Rush', 'The White Stripes', 'The Smashing Pumpkins', 'Jethro Tull', 'Def Leppard', 'Uriah Heep', 'Frank Zappa']"
1715,"['Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Mitchel Musso', 'theaudience', 'Blur', 'The Beach Boys', 'Florence and The Machine']"
1717,"['Federico Miranda', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'AKB48', '鈴木あみ', '黒木メイサ', '倖田來未']"
1718,"['Mitchel Musso', 'Goto80', 'múm & Úrú Búrú Sextettinn', 'Otis Redding', 'Bessie Smith', 'T-Bone Walker', 'hr-Bigband feat. Billy Cobham, directed by Colin Towns']"
1719,"['Cultura Profética', 'Gondwana', 'Rick GhraphiXxX', 'Mitchel Musso', 'Ferras', 'exist†trace', 'ORANGE RANGE']"
1720,"['Eurythmics', 'Arcadia', 'Altered Images', 'No Turning Back', 'Strung Out', 'Slaughterhouse', 'Down to Nothing']"
1721,"['High Noon', '(1962-1966)', 'The Brian Setzer Orchestra', 'The Fuzztones', 'Bernie Early', 'Big Joe Turner', 'Calabrese']"
1722,"['múm & Úrú Búrú Sextettinn', 'Ferras', 'Mitchel Musso', 'Maroon', 'Selena Gomez & Demi Lovato', 'Giorgia', 'Elisa']"
1723,"['Cecilia Bartoli', 'Arturo Benedetti Michelangeli', 'Philip Glass', 'Carl Philipp Emanuel Bach', 'Dinah Shore', 'm e m ó r', 'Johannes Brahms']"
1724,"['Mitchel Musso', 'Goto80', 'Ferras', 'South Park', 'Jamiroquai', 'Thomas Dolby', 'Altered Images']"
1725,"['Ferras', 'Goto80', 'Federico Miranda', 'IAMX', 'Hannah Fury', 'Johnny Hallyday', 'Indochine']"
1726,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Goto80', 'Gloria Trevi', 'Fey', 'Don Caballero', 'Enrique Iglesias']"
1727,"['Goto80', 'Federico Miranda', 'Mitchel Musso', 'Dishwalla', 'Mute Math', 'KISS', 'Five Finger Death Punch']"
1728,"['Halou', 'Faithless', 'sayCeT', 'KISS', 'The White Stripes', 'Atari Teenage Riot', ""Psy'Aviah""]"
1729,"['Goto80', 'Ferras', 'Mitchel Musso', 'Modest Mouse', 'Bombay Bicycle Club', 'Dishwalla', 'Muse']"
1730,"['Luzmelt', 'Plastic Tree', 'LM.C', 'GACKT', 'SUGIZO', 'Federico Miranda', 'Goto80']"
1731,"['Michael Tsukerman', 'Super8 & Tab', 'Fragma', 'Jakalope', 'Muslimgauze', ""Psy'Aviah"", 'Atari Teenage Riot']"
1732,"['Darkwood', 'Gillian Welch', 'Altan', 'Federico Miranda', 'Goto80', 'The Fresh & Onlys', 'Saturday Looks Good to Me']"
1733,"['Chelsea Grin', 'Forbidden', 'Judas Priest', 'Bad Religion', 'Social Distortion', 'Avalanch', 'Slipknot']"
1734,"['Mitchel Musso', 'Goto80', 'Ferras', 'Hopes Die Last', 'A Static Lullaby', 'Neil Perry', 'The Gloria Record']"
1736,"['Ferras', 'Federico Miranda', 'Goto80', 'La Nueva Banda Timbiriche', 'Fey', 'Celia', 'Enrique Iglesias']"
1737,"['Jakalope', 'Muslimgauze', 'Stabbing Westward', ""Psy'Aviah"", 'Atari Teenage Riot', 'Pop Will Eat Itself', 'Suicide Commando']"
1740,"['Lady Gaga', 'David Sylvian & Robert Fripp', 'Róisín Murphy', 'Javiera Mena', 'Client', 'Federico Miranda', 'Mitchel Musso']"
1741,"['Queensrÿche', 'Judas Priest', 'Forbidden', 'For Today', 'More Than A Thousand', ""Natalie Portman's Shaved Head"", ""Help She Can't Swim""]"
1742,"['Goto80', 'Mitchel Musso', 'Ferras', 'Britney Spears vs Avril Lavigne', 'N-O-D', 'Boston', 'Free']"
1743,"['As Cities Burn', 'Silverstein', 'Thursday', 'Hopes Die Last', 'PMtoday', 'War of Ages', 'Blinded Colony']"
1744,"['Ferras', 'múm & Úrú Búrú Sextettinn', 'Goto80', 'The Beautiful Girls', 'Ben Harper & Relentless7', 'Badly Drawn Boy', 'Electronic']"
1745,"['Haste the Day', 'Before Their Eyes', 'Thursday', 'Isles & Glaciers', 'At the Drive-In', 'múm & Úrú Búrú Sextettinn', 'Ferras']"
1746,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'The Enemy', 'Blur', 'Thomas Dolby', 'Eurythmics']"
1747,"['The American Dollar', 'Phoenix and the Turtle', 'The Appleseed Cast', 'Spacemen 3', 'Astrobrite', 'Pan•American', 'The American Analog Set']"
1748,"['Sonata Arctica', 'Johanna Kurkela', 'Kiske/Somerville', 'Kamelot', 'King Crimson', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn']"
1749,"['Social Distortion', 'Rancid', 'Bad Religion', 'Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'The White Stripes', 'The Smashing Pumpkins']"
1751,"['The Appleseed Cast', 'A Silver Mt. Zion', 'The American Dollar', 'Tigers Jaw', 'Braid', 'Before Their Eyes', 'Thursday']"
1752,"['Nasty', 'HALCALI', 'Plus-Tech Squeeze Box', 'Mitchel Musso', 'Goto80', 'As Cities Burn', 'Silverstein']"
1753,"['Goto80', 'Mitchel Musso', 'Federico Miranda', 'David Sylvian', 'David Sylvian & Robert Fripp', 'ＲＥＤ', nan]"
1754,"['The Smashing Pumpkins', 'The White Stripes', 'Five Finger Death Punch', 'Annihilator', 'Slipknot', 'L.A. Guns', 'Whitesnake']"
1755,"['Aoki Takamasa', 'Xiu Xiu', 'Brighter Death Now', 'Throbbing Gristle', 'Jon Hassell', 'Pjusk', 'Nurse With Wound']"
1757,"['Mitchel Musso', 'múm & Úrú Búrú Sextettinn', 'Ferras', 'Social Distortion', 'Rancid', 'The White Stripes', 'The Smashing Pumpkins']"
1759,"['Fair to Midland', 'Snot', 'Slipknot', 'Kittie', 'Hoobastank', 'Falling In Reverse', '40 Below Summer']"
1760,"['Social Distortion', 'Bratmobile', 'Rancid', 'The White Stripes', 'Five Finger Death Punch', 'The Enemy', 'theaudience']"
1761,"['Goto80', 'Ferras', 'Mitchel Musso', 'Astrud Gilberto', 'João Gilberto', 'Bebel Gilberto', ""Dinesh D'Souza""]"
1762,"['Federico Miranda', 'Goto80', 'múm & Úrú Búrú Sextettinn', 'Enrique Iglesias', 'Shakira', 'Fey', 'Paty Cantú']"
1764,"['Federico Miranda', 'Mitchel Musso', 'Goto80', 'Cut Chemist', 'Faithless', ""Lil' Wayne"", 'Ayakashi Japanese Classic Horror']"
1765,"['Mitchel Musso', 'Federico Miranda', 'múm & Úrú Búrú Sextettinn', 'Franz Ferdinand', 'Arcade Fire', 'Shitdisco', 'Cut Copy']"
1766,"['múm & Úrú Búrú Sextettinn', 'Federico Miranda', 'Goto80', 'Róisín Murphy', 'Lady Gaga', nan, 'ＲＥＤ']"
